"Introduction","Id_Chargeur","Date PEC","Site","Id_Site","Nombre de place de stationnement","Nombre de place PMR","Localisation","Photo Site","Chargeur","Marque - Modèle","Numéro de série","Nombre de prise","Année de fabrication","Date de mise en service","Photo Chargeur","Etat Chargeur","Chargeur - Anomalie","Chargeur - Défaut(s) constaté(s)","Chargeur - Solution(s) proposée(s)","Chargeur - Photo anomalie","Prise 1","Prise 1 - Identifiant","Prise 1 - Type de prise","Prise 1 - Puissance","Prise 1 - Câble attaché ?","Prise 1 - Etat prise","Prise 1 - Etat câble","Prise 1 - Test de charge","Prise 1 - Raison ?","Prise 1 - Anomalie","Prise 1 - Défaut(s) constaté(s)","Prise 1 - Solution(s) proposée(s)","Prise 1 - Photo anomalie","Prise 2","Prise 2 - Identifiant","Prise 2 - Type de prise","Prise 2 - Puissance","Prise 2 - Câble attaché ?","Prise 2 - Etat prise","Prise 2 - Etat câble","Prise 2 - Test de charge","Prise 2 - Raison ?","Prise 2 - Anomalie","Prise 2 - Défaut(s) constaté(s)","Prise 2 - Solution(s) proposée(s)","Prise 2 - Photo anomalie","Prise 3","Prise 3 - Identifiant","Prise 3 - Type de prise","Prise 3 - Puissance","Prise 3 - Câble attaché ?","Prise 3 - Etat prise","Prise 3 - Etat câble","Prise 3 - Test de charge","Prise 3 - Raison ?","Prise 3 - Anomalie","Prise 3 - Défaut(s) constaté(s)","Prise 3 - Solution(s) proposée(s)","Prise 3 - Photo anomalie","Alimentation","Point de livraison","Numéro PRM","Marque Modèle Disjoncteur","Réglage intensité","Réglage différentiel","Etat PDL / Disjoncteur","Photo PDL","Photo Disjoncteur","Alimentation - Anomalie","Alimentation - Défaut(s) constaté(s)","Alimentation - Solution(s) proposée(s)","Alimentation - Photo anomalie","Communication","ICCID","Charge Point ID","Moyens de paiement","Terminal de paiement ?","En service ?","Marque TPE","Numéro de série TPE","Etat TPE","Photo TPE","Photo plaque signalétique TPE","Moyent de paiement - Anomalie","Moyent de paiement - Défaut(s) constaté(s)","Moyent de paiement - Solution(s) proposée(s)","Moyent de paiement - Photo anomalie","Protection anticolision","Type de protection","Protection - Quantité","Etat protections","Présence de stop-roues ?","Protection - Anomalie","Protection - Défaut(s) constaté(s)","Protection - Solution(s) proposée(s)","Protection - Photo anomalie","Panneaux de signalisation","Signalisation - Quantité","Fixation","Type de panneaux","Logo VE au sol ?","Etat signalisation","Signalisation - Anomalie","Signalisation - Défaut(s) constaté(s)","Signalisation - Solution(s) proposée(s)","Signalisation - Photo anomalie","Contrôles","Contrôle 1","Contrôle 2","Contrôle 3","Contrôle 4","Contrôle 5","Contrôle 6","Contrôle 7","Contrôle 8","Contrôle 9","Contrôle 10","Contrôle 11","Contrôle 12","Contrôle 13","Contrôle 14","Contrôle 15","Contrôle 16","Contrôle 17","Contrôle 18","Contrôle - commentaires","Conclusion","Pose des stickers","Chargeur basculé chez LOAD STATION","Que reste-t-il à faire ?","Nom technicien","Signature"
"Traité","XRJL","29/1/2026","","Thaon, Rue du Lavoir","2","0","49.258360, -0.449757","PEC_Images/XRJL.Photo Site.123224.jpg","","E-TOTEM - E TOTEM 22 KVA","ET196","2","2016","27/12/2016","PEC_Images/XRJL.Photo Chargeur.123224.jpg","Bon","","","","","","XRJL2","T3 + EF","22","","Bon","","Non testé","Véhicule non compatible (test de la EF ok)","","","","","","XRJL1","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02484949239949","Baco","60","500","Bon","PEC_Images/XRJL.Photo PDL.123224.jpg","PEC_Images/XRJL.Photo Disjoncteur.123228.jpg","","","","","","89332401000037830441","ET196","","1","","Ingenico","54E140313704","Moyen","PEC_Images/XRJL.Photo TPE.123228.jpg","PEC_Images/XRJL.Photo plaque signalétique TPE.123228.jpg","","","","","","Poteau de protection","2","Bon","","","","","","","1","Dans les emrobés","Rond interdiction de stationner , Carré Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Yann ponge","PEC_Images/XRJL.Signature.123231.png"
"Traité","QMKF","29/1/2026","","Mondeville, Rue Calmette","2","1","49.178434, -0.317612","PEC_Images/QMKF.Photo Site.124453.jpg","","E-TOTEM - E TOTEM 22 KVA","ET171","2","2016","13/10/2016","PEC_Images/QMKF.Photo Chargeur.124453.jpg","Comme neuf","","","","","","QMKF1","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","QMKF2","T2 + EF","22","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02490593234921","Baco401013","60","500","Comme neuf","PEC_Images/QMKF.Photo PDL.124453.jpg","PEC_Images/QMKF.Photo Disjoncteur.124457.jpg","","","","","","89332401000037830177","ET171","","","","","","","","","","","","","","Aucun","0","Comme neuf","1","","","","","","2","Dans la terre","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","SO","SO","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","Présence d’un cloudgate, communication impossible.","","Fait","Reste à faire","Cloudgate. Programmation, pas de communication avec la borne. MP: carte électronique hs, l'un des 2 noyaux rj45 hs, et impossibilité de changer les paramètres réseau local. QD: Borne mise hors tension, un client à eu son câble bloqué, investiguer sur la partie verrouillage T2","Desprez Maxime","PEC_Images/QMKF.Signature.124457.png"
"Traité","JUWT","29/1/2026","","Falaise, Place du Docteur Cailloué","2","0","48.892615, -0.201829","PEC_Images/JUWT.Photo Site.125944.jpg","","E-TOTEM - E TOTEM 22 KVA","ET165","2","2016","5/6/2016","PEC_Images/JUWT.Photo Chargeur.125944.jpg","Bon","1","Côté prise numéro 2 porte du haut serrure du haut ne fonctionne plus. La porte était ouverte à mon arrivée","Changement de serrure","PEC_Images/JUWT.Chargeur - Photo anomalie.125944.jpg","","JUWT1","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","JUWT2","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02454413784829","BACO 401013","60","500","Bon","PEC_Images/JUWT.Photo PDL.125948.jpg","PEC_Images/JUWT.Photo Disjoncteur.125948.jpg","","","","","","89332401000037830987","ET165","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","1","Dans les emrobés","Rond interdiction de stationner , Carré Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Laurent Elodie","PEC_Images/JUWT.Signature.125948.png"
"Traité","VUYM","29/1/2026","","Authie, Rue De L'abbaye","2","0","49.206288, -0.430294","PEC_Images/VUYM.Photo Site.131344.jpg","","SGA MOBILITY - SGA TAO","TAO2045","2","2025","31/1/2025","PEC_Images/VUYM.Photo Chargeur.131343.jpg","Comme neuf","","","","","","VUYM1","CCS","30","1","Comme neuf","Comme neuf","Fonctionnel","","","","","","","VUYM2","T2","7.4","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50077064302755","Baco","60","500","Comme neuf","PEC_Images/VUYM.Photo PDL.131343.jpg","PEC_Images/VUYM.Photo Disjoncteur.131348.jpg","","","","","","89332401000037830425","TAO2045","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","1","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Yann ponge","PEC_Images/VUYM.Signature.131348.png"
"Traité","HQHM","29/1/2026","","Cuverville, 1 Rue de Sannerville","2","0","49.192750, -0.262382","PEC_Images/HQHM.Photo Site.133243.jpg","","E-TOTEM - E TOTEM 22 KVA","ET225","2","2017","21/3/2017","PEC_Images/HQHM.Photo Chargeur.133243.jpg","Moyen","1","Abîmé","Remplacement","PEC_Images/HQHM.Chargeur - Photo anomalie.133243.jpg","","HQHM1","T2 + EF","22","","Comme neuf","","Non testé","Badge non reconnu","","","","","","HQHM2","T2 + EF","22","","Comme neuf","","Non testé","Badge non reconu","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02465991207523","Baco401013","60","500","Comme neuf","PEC_Images/HQHM.Photo PDL.133247.jpg","PEC_Images/HQHM.Photo Disjoncteur.133248.jpg","","","","","","89332401000037829658","ET225","","1","","Ingenico","Iuc180b","Moyen","PEC_Images/HQHM.Photo TPE.133248.jpg","PEC_Images/HQHM.Photo plaque signalétique TPE.133251.jpg","1","Buée","Remplacement","PEC_Images/HQHM.Moyent de paiement - Photo anomalie.133251.jpg","","Poteau de protection","2","Comme neuf","","","","","","","1","Dans les emrobés","Rond interdiction de stationner , Carré Réservé au VE","1","Comme neuf","","","","","Traité","OK","SO","SO","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Desprez Maxime","PEC_Images/HQHM.Signature.133251.png"
"Traité","TGXN","29/1/2026","","Le Castelet, Chemin de la Jalousie","2","0","49.073767, -0.298454","PEC_Images/TGXN.Photo Site.134055.jpg","","E-TOTEM - E TOTEM 22 KVA","ET232","2","2017","29/3/2017","PEC_Images/TGXN.Photo Chargeur.134055.jpg","Comme neuf","1","Adresse non présente sur Excel le castelet chemin de la jalousie","ET232 mise sur adresse bretteville sur laize route de roulement","PEC_Images/TGXN.Chargeur - Photo anomalie.134055.jpg","","TGXN1","T2 + EF","22","","Comme neuf","","Fonctionnel","","","","","","","TGXN2","T2 + EF","22","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02488567184495","Baco 401013","60","500","Comme neuf","PEC_Images/TGXN.Photo PDL.134059.jpg","PEC_Images/TGXN.Photo Disjoncteur.134059.jpg","1","Bouton bleu ne fonctionne pas","Remplacement","PEC_Images/TGXN.Alimentation - Photo anomalie.134100.jpg","","89332401000037830292","ET232","","1","","Ingenico iUC180B","IUC180B-11T2305","Bon","PEC_Images/TGXN.Photo TPE.134102.jpg","PEC_Images/TGXN.Photo plaque signalétique TPE.134104.jpg","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Dans la terre","Rond interdiction de stationner , Carré Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Wilfried Weingartner","PEC_Images/TGXN.Signature.134103.png"
"Traité","HTZX","29/1/2026","","Falaise, Rue Maurice Nicolas","2","0","48.898344, -0.187871","PEC_Images/HTZX.Photo Site.134515.jpg","","SGA MOBILITY - SGA ZELIE","ZID3017","1","2024","17/4/2024","PEC_Images/HTZX.Photo Chargeur.134515.jpg","Comme neuf","","","","","","HTZX1","T2 + EF","7.4","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50062160811051","BACO 401011","60","500","Comme neuf","PEC_Images/HTZX.Photo PDL.134515.jpg","PEC_Images/HTZX.Photo Disjoncteur.134520.jpg","","","","","","89332401000037830946","ZID3017","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","2","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Laurent Elodie","PEC_Images/HTZX.Signature.134520.png"
"Traité","YGWX","29/1/2026","","Falaise, Rue des Champs Saint Georges","2","0","48.890408, -0.187395","PEC_Images/YGWX.Photo Site.141611.jpg","","SGA MOBILITY - SGA TAO","TAO2033","2","2025","15/10/2025","PEC_Images/YGWX.Photo Chargeur.141611.jpg","Comme neuf","1","Pas d'espace pour l'affiche bienvenue sur nos bornes","Affiche laissée dans la borne","PEC_Images/YGWX.Chargeur - Photo anomalie.141611.jpg","","YGWX1","CCS","30","1","Comme neuf","Comme neuf","Fonctionnel","","","","","","","YGWX2","T2","22","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50030465246980","BACO 401013","60","500","Comme neuf","PEC_Images/YGWX.Photo PDL.141614.jpg","PEC_Images/YGWX.Photo Disjoncteur.141614.jpg","","","","","","89332401000037831183","TAO2033","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Laurent Elodie","PEC_Images/YGWX.Signature.141614.png"
"Traité","MMEP","29/1/2026","","Castine-en-Plaine, Rue des Tilleuls","2","0","49.127764, -0.315841","PEC_Images/MMEP.Photo Site.142210.jpg","","E-TOTEM - E TOTEM 22 KVA","ET201","2","2017","28/3/2017","PEC_Images/MMEP.Photo Chargeur.142210.jpg","Comme neuf","","","","","","MMEP1","T2 + EF","22","","Comme neuf","","Non testé","Badge non détecter","","","","","","MMEP2","T2 + EF","22","","Comme neuf","","Non testé","Badge non détecter","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02494790049990","Baco 401013","60","500","Comme neuf","PEC_Images/MMEP.Photo PDL.142210.jpg","PEC_Images/MMEP.Photo Disjoncteur.142215.jpg","","","","","","89332401000037829948","ET201","","1","","Ingenico iUC180B","IUC180B-11T2305","Comme neuf","PEC_Images/MMEP.Photo TPE.142215.jpg","PEC_Images/MMEP.Photo plaque signalétique TPE.142215.jpg","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Dans la terre","Rond interdiction de stationner , Carré Réservé au VE","","","1","Pas de logo et de place de parking","Faire","PEC_Images/MMEP.Signalisation - Photo anomalie.142218.jpg","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Wilfried Weingartner","PEC_Images/MMEP.Signature.142218.png"
"Traité","JLCH","29/1/2026","","Falaise, Rue des Champs Saint Georges","2","0","48.890045, -0.189242","PEC_Images/JLCH.Photo Site.143516.jpg","","SGA MOBILITY - SGA ZELIE","ZID3013","1","2024","17/4/2024","PEC_Images/JLCH.Photo Chargeur.143516.jpg","Comme neuf","1","À mon arrivée la porte du PDL est ouverte","?","PEC_Images/JLCH.Chargeur - Photo anomalie.143516.jpg","","JLCH1","T2 + EF","7.4","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50090091363773","BACO 401011","60","500","Bon","PEC_Images/JLCH.Photo PDL.143521.jpg","PEC_Images/JLCH.Photo Disjoncteur.143521.jpg","","","","","","89332401000037830961","ZID3013","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Laurent Elodie","PEC_Images/JLCH.Signature.143521.png"
"Traité","FPNP","29/1/2026","","Colombelles, Place François Mitterrand","2","0","49.204161, -0.296450","PEC_Images/FPNP.Photo Site.151056.jpg","","DBT - SQC-Keren","DBT.L2.966A95","2","2016","2/3/2016","PEC_Images/FPNP.Photo Chargeur.151055.jpg","Bon","1","Plié sur la partie haute","Remplacement","PEC_Images/FPNP.Chargeur - Photo anomalie.151055.jpg","","FPNP1","T2 + EF","22","","Comme neuf","","Fonctionnel","","","","","","","FPNP2","T2 + EF","22","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02494500614209","Baco401013","60","500","Comme neuf","PEC_Images/FPNP.Photo PDL.151059.jpg","PEC_Images/FPNP.Photo Disjoncteur.151100.jpg","","","","","","89332401000037829492","DBT.L2.966A95","","","","","","","","","","","","","","Poteau de protection","1","Comme neuf","","","","","","","1","Dans la terre","Rond interdiction de stationner , Carré Réservé au VE","","","","","","","Traité","OK","SO","SO","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Desprez Maxime","PEC_Images/FPNP.Signature.151059.png"
"Traité","KBRS","29/1/2026","","Falaise, 59P Rue du Champ Saint-Michel","2","0","48.896624, -0.196807","PEC_Images/KBRS.Photo Site.151439.jpg","","E-TOTEM - E TOTEM 22 KVA","ET159","2","2016","2/9/2016","PEC_Images/KBRS.Photo Chargeur.151439.jpg","Moyen","1","Trappe de la prise numéro 2 a été forcée voir photos svp","Changement de la trappe","PEC_Images/KBRS.Chargeur - Photo anomalie.151439.jpg","","KBRS1","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","KBRS2","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02489724928186","BACO 401013","60","500","Bon","PEC_Images/KBRS.Photo PDL.151443.jpg","PEC_Images/KBRS.Photo Disjoncteur.151443.jpg","","","","","","89332401000037831027","ET159","","","","","","","","","","","","","","Poteau de protection","2","Moyen","","1","Un des deux poteaux a pris un choc","Redresser le poteau","PEC_Images/KBRS.Protection - Photo anomalie.151443.jpg","","1","Dans les emrobés","Rond interdiction de stationner , Carré Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","Supervision faite mais la borne ne remonte pas dans Load-motion. Présence CloudGate. QD: Configuration avec cloudgate réalisée, supervision OK","Laurent Elodie","PEC_Images/KBRS.Signature.151446.png"
"Traité","KSXC","29/1/2026","","Fleury-sur-Orne, Rue François Mitterrand","2","0","49.152576, -0.371659","PEC_Images/KSXC.Photo Site.154030.jpg","","E-TOTEM - E TOTEM 22 KVA","ET221","2","2017","17/5/2017","PEC_Images/KSXC.Photo Chargeur.154030.jpg","Comme neuf","","","","","","KSXC1","T2 + EF","22","","Comme neuf","","Non testé","Badge non detecter","","","","","","KSXC2","T2 + EF","22","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02440086721411","Baco 401013","60","500","Comme neuf","PEC_Images/KSXC.Photo PDL.154030.jpg","PEC_Images/KSXC.Photo Disjoncteur.154035.jpg","","","","","","89332401000037829815","ET221","","1","","Ingenico iUC180B","IUC180B-11T2305","Comme neuf","PEC_Images/KSXC.Photo TPE.154035.jpg","PEC_Images/KSXC.Photo plaque signalétique TPE.154035.jpg","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Dans la terre","Rond interdiction de stationner , Carré Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Wilfried Weingartner","PEC_Images/KSXC.Signature.154038.png"
"Traité","JYZV","29/1/2026","","Falaise, Route de Caen","2","0","48.908364, -0.207094","PEC_Images/JYZV.Photo Site.155022.jpg","","E-TOTEM - E TOTEM RAPIDE 50 KVA","ETNC7","2","2017","21/12/2017","PEC_Images/JYZV.Photo Chargeur.155022.jpg","Bon","","","","","","JYZV1","CCS","50","1","Bon","Bon","Fonctionnel","","1","CCS +CHADEMO","Ccs + chademo","PEC_Images/JYZV.Prise 1 - Photo anomalie.155022.jpg","","JYZV2","T2 + EF","44","1","Bon","Bon","Fonctionnel","","1","T2 + EF","T2 +EF","PEC_Images/JYZV.Prise 2 - Photo anomalie.155026.jpg","","","","","","","","","","","","","","","A proximité","NA Tarif jaune","Schneider Electric ComPacT","40","100","Bon","PEC_Images/JYZV.Photo PDL.155026.jpg","PEC_Images/JYZV.Photo Disjoncteur.155026.jpg","","","","","","89332401000037830995","ETNC7","","1","1","Ingenico","IUC180 11T2591A","Moyen","PEC_Images/JYZV.Photo TPE.155030.jpg","PEC_Images/JYZV.Photo plaque signalétique TPE.155030.jpg","","","","","","Aucun","0","Comme neuf","","","","","","","1","Dans les emrobés","Rond interdiction de stationner , Carré Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Laurent Elodie","PEC_Images/JYZV.Signature.155031.png"
"Traité","FWCT","29/1/2026","","Colombelles, 2 Rue de la Coopérative","2","1","49.183604, -0.309336","PEC_Images/FWCT.Photo Site.081055.jpg","","E-TOTEM - E TOTEM 22 KVA","ET227","2","2016","17/2/2016","PEC_Images/FWCT.Photo Chargeur.081055.jpg","Bon","1","Vitre abimé","Remplacement","PEC_Images/FWCT.Chargeur - Photo anomalie.081055.jpg","","FWCT1","T2 + EF","22","","Comme neuf","","Fonctionnel","","","","","","","FWCT2","T2 + EF","22","","Comme neuf","","Non testé","Badge non reconnu","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02446164868901","Baco401013","60","500","Comme neuf","PEC_Images/FWCT.Photo PDL.081059.jpg","PEC_Images/FWCT.Photo Disjoncteur.081100.jpg","","","","","","89332401000037829542","ET227","","1","","Ingenico","Iuc180B","Moyen","PEC_Images/FWCT.Photo TPE.081100.jpg","PEC_Images/FWCT.Photo plaque signalétique TPE.081103.jpg","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Dans la terre","Rond interdiction de stationner , Carré Réservé au VE","1","Comme neuf","","","","","Traité","OK","SO","SO","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Desprez Maxime","PEC_Images/FWCT.Signature.081103.png"
"Traité","FGDK","30/1/2026","","Laize-Clinchamps, 10 Le Pont du Coudray","2","0","49.085359, -0.424215","PEC_Images/FGDK.Photo Site.093333.jpg","","E-TOTEM - E TOTEM 22 KVA","ET206","2","2017","28/3/2017","PEC_Images/FGDK.Photo Chargeur.093333.jpg","Comme neuf","","","","","","FGDK1","T2 + EF","22","","Comme neuf","","Non testé","Badge non détecté","1","Badge non détecté","Investiguer avec E-TOTEM","PEC_Images/FGDK.Prise 1 - Photo anomalie.131627.jpg","","FGDK2","T2 + EF","22","","Comme neuf","","Non testé","Badge non détecté","1","Badge non détecté","Investiguer avec E-TOTEM","PEC_Images/FGDK.Prise 2 - Photo anomalie.131627.jpg","","","","","","","","","","","","","","","Intégré au chargeur","02485672828488","Baco 401013","60","500","Comme neuf","PEC_Images/FGDK.Photo PDL.093333.jpg","PEC_Images/FGDK.Photo Disjoncteur.093337.jpg","1","Bouton bleu ne fonctionne pas","Remplacement","PEC_Images/FGDK.Alimentation - Photo anomalie.093337.jpg","","89332401000037829476","ET206","","1","","IUC180B","IUC180B-11T2305","Comme neuf","PEC_Images/FGDK.Photo TPE.093338.jpg","PEC_Images/FGDK.Photo plaque signalétique TPE.093341.jpg","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Dans la terre","Rond interdiction de stationner , Carré Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","NOK","NOK","OK","Non","Impossible de faire un test de charge, badge non détecté","","Fait","Fait","Erreur d'adresse j'ai mis fleury sur orné au lieu de laize clinchamps. QD : J'ai rectifié l'adresse en demandant la création de l'URL correspondant. La supervision remonte bien mais impossible de charger, la borne refuse les badges.","Wilfried Weingartner","PEC_Images/FGDK.Signature.093340.png"
"Traité","AABT","30/1/2026","","Amayé-sur-Orne, Place de l'Église","2","0","49.085236, -0.439387","PEC_Images/AABT.Photo Site.102801.jpg","","E-TOTEM - E TOTEM 22 KVA","ET200","2","2017","28/3/2017","PEC_Images/AABT.Photo Chargeur.102801.jpg","Comme neuf","","","","","","AABT1","T2 + EF","22","","Comme neuf","","Non testé","Badge non détecter","","","","","","AABT2","T2 + EF","22","","Comme neuf","","Non testé","Badge non détecter","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02479160527401","Baco401013","60","500","Comme neuf","PEC_Images/AABT.Photo PDL.102801.jpg","PEC_Images/AABT.Photo Disjoncteur.102805.jpg","","","","","","89332401000037828056","ET200","","1","","Ingenico iUC180B","IUC180B-11T2305","Comme neuf","PEC_Images/AABT.Photo TPE.102805.jpg","PEC_Images/AABT.Photo plaque signalétique TPE.102806.jpg","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Dans la terre","Rond interdiction de stationner , Carré Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Wilfried Weingartner","PEC_Images/AABT.Signature.102808.png"
"Traité","DVSP","2/2/2026","","Avenay, Place de l'Église","2","0","49.100434, -0.458996","PEC_Images/DVSP.Photo Site.135459.jpg","","SGA MOBILITY - SGA TAO","TAO2035","2","2025","2/4/2025","PEC_Images/DVSP.Photo Chargeur.135459.jpg","Comme neuf","","","","","","DVSP1","CCS","30","1","Comme neuf","Comme neuf","Fonctionnel","","","","","","","DVSP2","T2","30","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50025545149370","Baco 401013","60","500","Comme neuf","PEC_Images/DVSP.Photo PDL.135459.jpg","PEC_Images/DVSP.Photo Disjoncteur.135503.jpg","","","","","","89332401000037829245","TAO2035","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Wilfried Weingartner","PEC_Images/DVSP.Signature.135503.png"
"Traité","QCXK","2/2/2026","","Louvigny, 1 Place François Mitterrand","2","0","49.156942, -0.392633","PEC_Images/QCXK.Photo Site.145252.jpg","","SGA MOBILITY - SGA TAO","TAO2034","2","2025","25/4/2025","PEC_Images/QCXK.Photo Chargeur.145252.jpg","Bon","","","","","","QCXK2","T2","22","","Comme neuf","Comme neuf","Fonctionnel","","","","","","","QCXK1","CCS","30","1","Comme neuf","Comme neuf","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50031765872081","Baco 4 010 13","60","500","Bon","PEC_Images/QCXK.Photo PDL.145252.jpg","PEC_Images/QCXK.Photo Disjoncteur.145256.jpg","","","","","","89332401000037830128","TAO2034","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","1","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","Ras","","Fait","Fait","","Dabout Quentin","PEC_Images/QCXK.Signature.145256.png"
